id,text,label,category,risk_score_expected,language_style,platform,has_url,has_phone,has_bank,has_otp,has_money,has_urgency,has_reward,has_job,text_length,noise_type,expected_reason
1594,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย 👍🙏 ส่งในกลุ่มได้เลย,suspicious,marketplace_risk,0.7,emoji,X/Twitter,0,0,0,0,1,0,0,0,60,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1595,งานออนไลน์ได้เงินวันละ 3000 ไม่ต้องสัมภาษณ์ สมัครด่วน inbox ได้,scam,job_scam,0.86,short_message,Facebook Group,0,0,0,0,1,1,0,1,63,none,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้
1596, หอพักแถวเชียงรากเดือนละไม่เกิน  5000  มีแนะนำไหม ,normal,tu_general,0.26,emoji,Discord,0,0,0,0,0,0,0,0,50,spacing_noise,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1597,รีบโอนก่อนนะ เหลือคนเดียวแล้ว DM me ส่งในกลุ่มได้เลย,suspicious,marketplace_risk,0.67,thai_english_mix,TU Marketplace,0,0,0,0,1,1,0,0,52,thai_english_mix,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1598,รับหิ้วของจากญี่ปุ่น สนใจทักได้ นัดรับได้ในมอ pls,normal,tu_general,0.3,casual,TU Marketplace,0,0,0,0,0,0,0,0,49,thai_english_mix,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1599,ระบบแจ้งให้ยืนยันข้อมูลบางอย่างภายในวันนี้ ทัก DM,suspicious,phishing_risk,0.72,thai_english_mix,X/Twitter,0,0,0,0,0,1,0,0,49,none,มีคำเร่งเร้า; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1600,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ [URL] เพื่อรับของ 🙏,scam,delivery_scam,0.8,thai_english_mix,Email,1,0,0,0,0,0,0,0,53,emoji,มีลิงก์หรือการชวนคลิกลิงก์
1601,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ forms.example.invalid/fake 🙏💸,scam,phishing,0.81,casual,SMS,1,0,1,1,0,1,0,0,71,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1602,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ tu-form.example.invalid เพื่อรับของ line: @fakeid,scam,delivery_scam,0.89,short_message,SMS,1,0,0,0,0,0,0,0,83,typo,มีลิงก์หรือการชวนคลิกลิงก์
1603,วันนี้ห้องเรียน คณะวิทย์ เปิดไหมครับบบ,normal,tu_general,0.21,emoji,Facebook Group,0,0,0,0,0,0,0,0,38,repeat_chars,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1604,สมัครงานง่ายๆ ได้เงินเร็ว แต่ต้องจ่ายค่าสมัครก่อน 💬💸,suspicious,job_risk,0.66,casual,SMS,0,0,0,0,1,0,0,1,52,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1605,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ forms.example.invalid/fake เพื่อรับของ inbox ได้,scam,delivery_scam,0.81,thai_english_mix,Discord,1,0,0,0,0,0,0,0,82,none,มีลิงก์หรือการชวนคลิกลิงก์
1606,พัสดุติดปัญหา ชำระค่าธรรมเนียมที่ forms.example.invalid/fake เพื่อรับของ ‼️👍,scam,delivery_scam,0.87,slang,Email,1,0,0,0,0,0,0,0,76,emoji,มีลิงก์หรือการชวนคลิกลิงก์
1607,กดลิงก์รับเงินคืนค่าธรรมเนียมการศึกษา tu-form.example.invalid 🚨🔥,scam,refund_scam,0.86,thai_english_mix,Web Form,1,0,0,0,1,0,1,0,64,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1608,เจ้าหน้าที่มหาลัยขอ username password เพื่อตรวจสอบสถานะ,scam,impersonation,0.89,thai_english_mix,Email,0,0,0,0,0,0,0,0,55,none,
1609,คุณได้รับสิทธิ์ทุนพิเศษ โอนนค่าดำเนินการ 300 บาทก่อนรับทุน,scam,fake_scholarship,0.89,casual,Email,0,0,0,0,1,0,1,0,58,typo,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1610,ขอเลขบัญชีพร้อมเพย์หน่อยครับ จะโอนค่าชีท ✨ inbox ได้,normal,tu_marketplace,0.25,slang,Email,0,0,1,0,1,0,0,0,52,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1611,ร้านกาแฟแถวรังสิตรับพาร์ทไทม์ ชั่วโมงละ 80 บาท มีสัมภาษณ์หน้าร้าน DM me inbox ได้,normal,tu_job_real,0.13,emoji,Discord,0,0,0,0,1,0,0,1,81,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1612,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 200 บาทก่อนรับทุน ok?,scam,fake_scholarship,0.88,short_message,Discord,0,0,0,0,1,0,1,0,61,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1613,รับหิ้วของจากญี่ปุ่น สนใจทักได้ นัดรับได้ในมอ 💬💸,normal,tu_general,0.03,formal,Discord,0,0,0,0,0,0,0,0,48,emoji,บริบททั่วไปหรือมีการนัดรับ/ตรวจสอบได้
1614,กรุณายืนยัน OTP เพื่อปลดล็อกบัญชีทันที 💸,scam,otp,0.96,casual,X/Twitter,0,0,1,1,0,1,0,0,40,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีคำเร่งเร้า
1615,มีคนจองหลายคน ถ้าเอาโอนมัดจำมาก่อนได้เลย 🥺‼️,suspicious,marketplace_risk,0.58,thai_english_mix,SMS,0,0,0,0,1,0,0,0,44,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1616,บัญชีคุณถูกระงับ กรุณายืนยันตัวตนทันทีที่ bit.ly/example_fake 🔥⚠️,scam,phishing,0.93,slang,X/Twitter,1,0,1,1,0,1,0,0,65,emoji,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า
1617,คุณได้รับสิทธิ์ทุนพิเศษ โอนค่าดำเนินการ 500 บาทก่อนรับทุน ASAP ส่งในกลุ่มได้เลย,scam,fake_scholarship,0.84,thai_english_mix,SMS,0,0,0,0,1,0,1,0,79,thai_english_mix,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1618,ไม่สะดวกนัดรับ ขอส่งอย่างเดียว โอนก่อนส่งนะ 🥺🔥,suspicious,marketplace_risk,0.55,emoji,Email,0,0,0,0,1,0,0,0,46,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1619,มีลิงก์ให้กรอกข้อมูลเพื่อรับสิทธิ์ ลองเช็คก่อนนะ 🥺📌 line: @fakeid,suspicious,phishing_risk,0.54,slang,Discord,1,0,0,0,0,0,0,0,65,emoji,มีลิงก์หรือการชวนคลิกลิงก์; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
1620,แอดมินคณะขอค่าจองสิทธิ์สอบ โอนมาที่ xxx-x-xxxxx-x ภายในวันนี้ ✨,scam,tu_scam,0.81,casual,Web Form,0,0,1,0,1,1,0,0,63,emoji,มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1621,รับทุนการศึกษาเร่งด่วน กรอกข้อมูลและเลขบัญชีที่ example.invalid/verify ASAP,scam,fake_scholarship,0.83,short_message,Facebook Group,1,0,1,1,1,1,1,0,75,thai_english_mix,พบคำเกี่ยวกับ OTP/ยืนยันตัวตน; มีลิงก์หรือการชวนคลิกลิงก์; มีคำเร่งเร้า; มีบริบทเกี่ยวกับเงิน/โอน/บัญชี
1622,งานออนไลน์รายได้สูงมาก ไม่ต้องสัมภาษณ์ แค่ทักแชท 📌‼️,suspicious,job_risk,0.63,slang,Web Form,0,0,0,0,1,0,0,1,52,emoji,มีบริบทเกี่ยวกับเงิน/โอน/บัญชี; มีบริบทสมัครงาน/รายได้; มีสัญญาณเสี่ยงแต่หลักฐานยังไม่ชัด
